Species;PictureNumberTrain;IndividualPlantNumberTrain;PictureNumberTest;IndividualPlantNumberTest;PictureNumberAll;IndividualPlantNumberAll;1366945452806__MICA-run1_OfficialScore_InverseRank;1366971577662__MICA-run2_OfficialScore_InverseRank;1367338673606__outputCLEFTestMean_OfficialScore_InverseRank;1367338771296__outputCLEFTestMax_OfficialScore_InverseRank;1367592085169__LAPI_run1_OfficialScore_InverseRank;1367925811122__plantnet_inria_run1_OfficialScore_InverseRank;1367926056487__plantnet_inria_run2_OfficialScore_InverseRank;1367926326223__plantnet_inria_run3_OfficialScore_InverseRank;1367946058774__LirisReVeS_run1_OfficialScore_InverseRank;1367946215062__LirisReVeS_run2_OfficialScore_InverseRank;1367974757413__SCG USP_run1_OfficialScore_InverseRank;1367975837452__SCG USP_run2_OfficialScore_InverseRank;1368002237443__AgSPPR_run1_OfficialScore_InverseRank;1368028158605__run_wiki_sum_3_OfficialScore_InverseRank;1368030128394__run_author10_GSP10_lire80_OfficialScore_InverseRank;1368030994722__run_lire_naivebayes_OfficialScore_InverseRank;1368031342488__run_wiki_max_1_OfficialScore_InverseRank;1368032808839__all_siftcopphsv_cca_OfficialScore_InverseRank;1368033933190__SCG USP_run3_OfficialScore_InverseRank;1368034466828__new_100_OfficialScore_InverseRank;1368038646069__DBISForMaT_run1_train2012_svm_Scan4_Photo2_1_2_3_OfficialScore_InverseRank;1368038721036__DBISForMaT_run2_train2012_svm_Scan12_Photo4_-_1_4_OfficialScore_InverseRank;1368041641333__run2_OfficialScore_InverseRank;1368041861286__run3_OfficialScore_InverseRank;1368045672892__DBISForMaT_run3_crossval2013_svm_feature4_config60_1_2_3_OfficialScore_InverseRank;1368045820175__DBISForMaT_run4_crossval2013_svm_feature5_config80_Photo14_1_3_3_OfficialScore_InverseRank;1368049985079__plantnet_inria_run4_OfficialScore_InverseRank;1368050270540__SCG USP_run4_OfficialScore_InverseRank;1368063045390__AgSPPR_run2_OfficialScore_InverseRank;1368066775910__AgSPPR_run3_OfficialScore_InverseRank;1368093262111__Run3_OfficialScore_InverseRank;1368163545166__Sabanci-Okan-Run1_OfficialScore_InverseRank;1368165605197__new2_100_OfficialScore_InverseRank;1366945452806__MICA-run1_OfficialScore_Top1AsImageCLEF2011;1366971577662__MICA-run2_OfficialScore_Top1AsImageCLEF2011;1367338673606__outputCLEFTestMean_OfficialScore_Top1AsImageCLEF2011;1367338771296__outputCLEFTestMax_OfficialScore_Top1AsImageCLEF2011;1367592085169__LAPI_run1_OfficialScore_Top1AsImageCLEF2011;1367925811122__plantnet_inria_run1_OfficialScore_Top1AsImageCLEF2011;1367926056487__plantnet_inria_run2_OfficialScore_Top1AsImageCLEF2011;1367926326223__plantnet_inria_run3_OfficialScore_Top1AsImageCLEF2011;1367946058774__LirisReVeS_run1_OfficialScore_Top1AsImageCLEF2011;1367946215062__LirisReVeS_run2_OfficialScore_Top1AsImageCLEF2011;1367974757413__SCG USP_run1_OfficialScore_Top1AsImageCLEF2011;1367975837452__SCG USP_run2_OfficialScore_Top1AsImageCLEF2011;1368002237443__AgSPPR_run1_OfficialScore_Top1AsImageCLEF2011;1368028158605__run_wiki_sum_3_OfficialScore_Top1AsImageCLEF2011;1368030128394__run_author10_GSP10_lire80_OfficialScore_Top1AsImageCLEF2011;1368030994722__run_lire_naivebayes_OfficialScore_Top1AsImageCLEF2011;1368031342488__run_wiki_max_1_OfficialScore_Top1AsImageCLEF2011;1368032808839__all_siftcopphsv_cca_OfficialScore_Top1AsImageCLEF2011;1368033933190__SCG USP_run3_OfficialScore_Top1AsImageCLEF2011;1368034466828__new_100_OfficialScore_Top1AsImageCLEF2011;1368038646069__DBISForMaT_run1_train2012_svm_Scan4_Photo2_1_2_3_OfficialScore_Top1AsImageCLEF2011;1368038721036__DBISForMaT_run2_train2012_svm_Scan12_Photo4_-_1_4_OfficialScore_Top1AsImageCLEF2011;1368041641333__run2_OfficialScore_Top1AsImageCLEF2011;1368041861286__run3_OfficialScore_Top1AsImageCLEF2011;1368045672892__DBISForMaT_run3_crossval2013_svm_feature4_config60_1_2_3_OfficialScore_Top1AsImageCLEF2011;1368045820175__DBISForMaT_run4_crossval2013_svm_feature5_config80_Photo14_1_3_3_OfficialScore_Top1AsImageCLEF2011;1368049985079__plantnet_inria_run4_OfficialScore_Top1AsImageCLEF2011;1368050270540__SCG USP_run4_OfficialScore_Top1AsImageCLEF2011;1368063045390__AgSPPR_run2_OfficialScore_Top1AsImageCLEF2011;1368066775910__AgSPPR_run3_OfficialScore_Top1AsImageCLEF2011;1368093262111__Run3_OfficialScore_Top1AsImageCLEF2011;1368163545166__Sabanci-Okan-Run1_OfficialScore_Top1AsImageCLEF2011;1368165605197__new2_100_OfficialScore_Top1AsImageCLEF2011;
Eryngium maritimum;26;9;14;13;40;22;0,000;0,141;0,222;0,222;0,028;0,811;0,813;0,695;0,000;0,000;0,000;0,003;0,000;0,184;0,182;0,022;0,315;0,473;0,000;0,000;0,370;0,315;0,540;0,674;0,315;0,481;0,466;0,000;0,000;0,000;0,000;0,315;0,000;0,000;0,056;0,111;0,111;0,000;0,741;0,741;0,611;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,222;0,333;0,000;0,000;0,370;0,315;0,444;0,574;0,315;0,481;0,315;0,000;0,000;0,000;0,000;0,315;0,000;
Euonymus europaeus;35;14;12;12;47;26;0,000;0,000;0,000;0,000;0,000;0,016;0,013;0,043;0,014;0,015;0,003;0,005;0,000;0,011;0,010;0,010;0,022;0,085;0,009;0,000;0,000;0,000;0,083;0,034;0,000;0,000;0,023;0,029;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Euonymus latifolius;30;10;7;7;37;17;0,158;0,150;0,300;0,300;0,000;0,211;0,211;0,066;0,000;0,000;0,025;0,022;0,000;0,013;0,038;0,002;0,047;0,046;0,002;0,000;0,000;0,200;0,032;0,178;0,200;0,200;0,016;0,033;0,000;0,000;0,158;0,200;0,000;0,000;0,000;0,300;0,300;0,000;0,200;0,200;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,200;0,000;0,100;0,200;0,200;0,000;0,000;0,000;0,000;0,000;0,200;0,000;
Eupatorium cannabinum;25;10;13;9;38;19;0,003;0,177;0,000;0,000;0,125;0,502;0,661;0,455;0,001;0,001;0,006;0,008;0,000;0,027;0,033;0,016;0,037;0,579;0,000;0,000;0,175;0,175;0,594;0,720;0,150;0,300;0,228;0,023;0,000;0,000;0,003;0,050;0,000;0,000;0,150;0,000;0,000;0,125;0,275;0,438;0,275;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,025;0,462;0,000;0,000;0,175;0,175;0,488;0,650;0,150;0,300;0,088;0,000;0,000;0,000;0,000;0,000;0,000;
Euphorbia characias;31;9;13;11;44;20;0,013;0,059;0,167;0,167;0,000;0,367;0,406;0,406;0,000;0,000;0,002;0,000;0,000;0,057;0,056;0,030;0,047;0,693;0,003;0,000;0,250;0,167;0,722;0,687;0,167;0,185;0,528;0,021;0,000;0,000;0,013;0,125;0,000;0,000;0,000;0,167;0,167;0,000;0,269;0,306;0,306;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,546;0,000;0,000;0,250;0,167;0,556;0,528;0,167;0,185;0,472;0,000;0,000;0,000;0,000;0,102;0,000;
Euphorbia lathyris;23;7;8;8;31;15;0,026;0,192;0,000;0,000;0,000;0,112;0,116;0,146;0,000;0,000;0,000;0,036;0,000;0,012;0,021;0,017;0,176;0,192;0,000;0,000;0,000;0,167;0,216;0,081;0,167;0,333;0,087;0,000;0,000;0,000;0,026;0,071;0,000;0,000;0,167;0,000;0,000;0,000;0,000;0,000;0,056;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,167;0,167;0,000;0,000;0,000;0,167;0,167;0,000;0,167;0,333;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Euphorbia nicaeensis;35;7;10;7;45;14;0,104;0,097;0,083;0,083;0,042;0,288;0,220;0,120;0,000;0,000;0,005;0,013;0,000;0,306;0,310;0,111;0,259;0,433;0,000;0,000;0,333;0,417;0,570;0,538;0,417;0,250;0,283;0,031;0,000;0,000;0,021;0,125;0,000;0,083;0,083;0,083;0,083;0,000;0,250;0,000;0,083;0,000;0,000;0,000;0,000;0,000;0,250;0,250;0,000;0,167;0,417;0,000;0,000;0,333;0,417;0,500;0,500;0,417;0,250;0,250;0,000;0,000;0,000;0,000;0,083;0,000;
Euphorbia paralias;26;12;9;9;35;21;0,005;0,011;0,104;0,104;0,000;0,123;0,145;0,284;0,000;0,000;0,019;0,025;0,000;0,116;0,104;0,027;0,141;0,183;0,000;0,000;0,048;0,143;0,406;0,402;0,143;0,095;0,390;0,008;0,000;0,000;0,005;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,048;0,048;0,190;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,048;0,000;0,000;0,048;0,143;0,238;0,333;0,143;0,095;0,333;0,000;0,000;0,000;0,000;0,000;0,000;
Fagus sylvatica;78;18;30;23;108;41;0,000;0,000;0,007;0,010;0,000;0,072;0,069;0,032;0,055;0,062;0,000;0,000;0,000;0,048;0,044;0,037;0,086;0,175;0,035;0,002;0,083;0,028;0,150;0,183;0,056;0,083;0,034;0,000;0,000;0,000;0,000;0,040;0,002;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,028;0,083;0,000;0,000;0,083;0,028;0,065;0,111;0,056;0,083;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Ficus carica;78;9;11;10;89;19;0,002;0,002;0,000;0,000;0,000;0,064;0,064;0,058;0,513;0,518;0,000;0,002;0,000;0,058;0,048;0,037;0,023;0,113;0,113;0,005;0,071;0,048;0,037;0,125;0,048;0,048;0,196;0,016;0,000;0,000;0,000;0,038;0,005;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,500;0,500;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,048;0,071;0,000;0,071;0,048;0,000;0,000;0,048;0,048;0,095;0,000;0,000;0,000;0,000;0,000;0,000;
Frangula dodonei;21;4;3;3;24;7;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,043;0,047;0,000;0,000;0,000;0,051;0,048;0,009;0,027;0,009;0,000;0,000;0,000;0,000;0,007;0,037;0,000;0,000;0,013;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Fraxinus angustifolia;66;12;51;12;117;24;0,007;0,007;0,000;0,000;0,000;0,091;0,092;0,040;0,084;0,065;0,000;0,009;0,000;0,035;0,041;0,030;0,050;0,044;0,021;0,004;0,000;0,005;0,048;0,045;0,005;0,000;0,021;0,014;0,000;0,000;0,004;0,011;0,004;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,056;0,000;0,000;0,002;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,005;0,000;0,000;0,005;0,000;0,005;0,000;0,000;0,000;0,000;0,000;0,000;
Fraxinus excelsior;84;9;24;17;108;26;0,016;0,016;0,042;0,042;0,000;0,200;0,244;0,127;0,081;0,089;0,037;0,025;0,000;0,044;0,042;0,060;0,036;0,051;0,052;0,005;0,083;0,000;0,044;0,127;0,000;0,000;0,170;0,010;0,000;0,000;0,002;0,120;0,005;0,000;0,000;0,042;0,042;0,000;0,083;0,167;0,042;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,083;0,000;0,000;0,042;0,000;0,000;0,083;0,000;0,000;0,000;0,000;0,021;0,000;
Fraxinus ornus;79;14;18;12;97;26;0,001;0,007;0,119;0,119;0,000;0,321;0,369;0,279;0,006;0,008;0,030;0,041;0,000;0,144;0,144;0,030;0,056;0,320;0,020;0,003;0,214;0,214;0,308;0,319;0,214;0,024;0,370;0,029;0,000;0,000;0,000;0,156;0,003;0,000;0,000;0,000;0,000;0,000;0,214;0,238;0,214;0,000;0,000;0,018;0,000;0,000;0,048;0,048;0,000;0,000;0,262;0,000;0,000;0,214;0,214;0,262;0,262;0,214;0,024;0,357;0,000;0,000;0,000;0,000;0,143;0,000;
Gagea bohemica;34;5;7;5;41;10;0,031;0,031;0,188;0,238;0,000;0,364;0,369;0,348;0,000;0,000;0,001;0,000;0,000;0,067;0,083;0,070;0,077;0,307;0,000;0,000;0,000;0,250;0,127;0,216;0,000;0,000;0,159;0,000;0,000;0,000;0,031;0,156;0,000;0,000;0,000;0,000;0,125;0,000;0,250;0,250;0,125;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,125;0,000;0,000;0,000;0,250;0,062;0,062;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,062;0,000;
Gagea granatelli;26;6;15;6;41;12;0,000;0,000;0,200;0,200;0,000;0,133;0,235;0,099;0,006;0,006;0,002;0,004;0,000;0,027;0,036;0,020;0,057;0,101;0,000;0,000;0,000;0,000;0,118;0,110;0,000;0,000;0,070;0,000;0,000;0,000;0,000;0,168;0,000;0,000;0,000;0,200;0,200;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,050;0,000;
Gentiana pneumonanthe;13;7;9;7;22;14;0,000;0,003;0,000;0,000;0,063;0,095;0,175;0,092;0,078;0,078;0,000;0,000;0,000;0,017;0,019;0,008;0,141;0,087;0,000;0,000;0,000;0,208;0,109;0,256;0,208;0,083;0,027;0,012;0,000;0,000;0,000;0,119;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,083;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,208;0,000;0,125;0,208;0,083;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Gentiana purpurea;24;6;7;6;31;12;0,000;0,076;0,500;0,500;0,000;0,335;0,558;0,327;0,402;0,402;0,000;0,000;0,000;0,077;0,089;0,025;0,120;0,615;0,004;0,000;0,375;0,375;0,854;0,917;0,375;0,500;0,433;0,000;0,000;0,000;0,000;0,313;0,000;0,000;0,000;0,375;0,375;0,000;0,062;0,500;0,000;0,375;0,375;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,438;0,000;0,000;0,375;0,375;0,750;0,875;0,375;0,500;0,250;0,000;0,000;0,000;0,000;0,312;0,000;
Gentiana verna;14;7;10;9;24;16;0,008;0,021;0,000;0,000;0,042;0,497;0,449;0,437;0,083;0,083;0,000;0,000;0,000;0,025;0,027;0,008;0,089;0,216;0,000;0,000;0,333;0,250;0,283;0,349;0,250;0,458;0,054;0,000;0,000;0,000;0,008;0,542;0,000;0,000;0,000;0,000;0,000;0,000;0,458;0,417;0,333;0,083;0,083;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,125;0,000;0,000;0,333;0,250;0,125;0,125;0,250;0,458;0,042;0,000;0,000;0,000;0,000;0,542;0,000;
Gentianella ciliata;16;5;4;4;20;9;0,000;0,020;0,000;0,000;0,000;0,053;0,048;0,178;0,067;0,067;0,000;0,000;0,000;0,035;0,033;0,003;0,113;0,018;0,000;0,000;0,000;0,167;0,065;0,161;0,167;0,000;0,145;0,000;0,000;0,000;0,000;0,167;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,167;0,000;0,000;0,167;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Geranium sylvaticum;22;8;12;10;34;18;0,006;0,133;0,018;0,018;0,000;0,286;0,308;0,160;0,139;0,139;0,071;0,047;0,000;0,036;0,037;0,004;0,057;0,242;0,000;0,000;0,000;0,271;0,359;0,401;0,271;0,313;0,163;0,007;0,000;0,000;0,006;0,042;0,000;0,000;0,125;0,000;0,000;0,000;0,271;0,292;0,125;0,042;0,042;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,021;0,000;0,000;0,000;0,271;0,188;0,271;0,271;0,312;0,146;0,000;0,000;0,000;0,000;0,042;0,000;
Ginkgo biloba;93;9;13;6;106;15;0,027;0,027;0,016;0,030;0,000;0,094;0,080;0,080;0,333;0,267;0,000;0,000;0,000;0,025;0,024;0,083;0,039;0,280;0,013;0,006;0,073;0,042;0,301;0,371;0,042;0,042;0,170;0,000;0,000;0,000;0,021;0,009;0,006;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,250;0,250;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,156;0,000;0,000;0,073;0,042;0,198;0,281;0,042;0,042;0,042;0,000;0,000;0,000;0,000;0,000;0,000;
Gladiolus italicus;22;6;7;5;29;11;0,010;0,034;0,000;0,000;0,000;0,248;0,366;0,184;0,169;0,169;0,000;0,000;0,000;0,010;0,012;0,027;0,009;0,281;0,000;0,000;0,000;0,063;0,338;0,518;0,000;0,313;0,234;0,199;0,000;0,000;0,010;0,290;0,000;0,000;0,000;0,000;0,000;0,000;0,188;0,250;0,125;0,125;0,125;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,125;0,000;0,000;0,000;0,062;0,250;0,500;0,000;0,312;0,125;0,188;0,000;0,000;0,000;0,250;0,000;
Glaucium flavum;28;11;23;18;51;29;0,000;0,107;0,033;0,055;0,000;0,200;0,237;0,377;0,213;0,213;0,046;0,022;0,000;0,043;0,042;0,017;0,169;0,290;0,000;0,000;0,107;0,536;0,546;0,636;0,571;0,214;0,124;0,001;0,000;0,000;0,000;0,259;0,000;0,000;0,071;0,000;0,000;0,000;0,089;0,071;0,250;0,143;0,143;0,000;0,000;0,000;0,000;0,000;0,000;0,071;0,125;0,000;0,000;0,107;0,536;0,411;0,571;0,571;0,214;0,071;0,000;0,000;0,000;0,000;0,232;0,000;
Gleditsia triacanthos;77;11;18;5;95;16;0,002;0,002;0,000;0,000;0,000;0,190;0,140;0,104;0,027;0,022;0,000;0,000;0,000;0,167;0,170;0,069;0,113;0,428;0,021;0,010;0,161;0,089;0,206;0,272;0,089;0,054;0,492;0,019;0,000;0,000;0,002;0,022;0,010;0,000;0,000;0,000;0,000;0,000;0,018;0,000;0,036;0,000;0,000;0,000;0,000;0,000;0,107;0,107;0,000;0,071;0,339;0,000;0,000;0,161;0,089;0,107;0,143;0,089;0,054;0,482;0,000;0,000;0,000;0,000;0,000;0,000;
Globularia alypum;28;9;15;10;43;19;0,001;0,001;0,208;0,198;0,042;0,191;0,226;0,262;0,075;0,075;0,022;0,008;0,000;0,049;0,061;0,160;0,113;0,341;0,004;0,000;0,063;0,219;0,436;0,556;0,219;0,188;0,368;0,011;0,000;0,000;0,001;0,063;0,000;0,000;0,000;0,125;0,125;0,000;0,062;0,062;0,146;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,125;0,062;0,250;0,000;0,000;0,062;0,219;0,312;0,385;0,219;0,188;0,312;0,000;0,000;0,000;0,000;0,062;0,000;
Globularia bisnagarica;27;9;12;10;39;19;0,026;0,004;0,348;0,342;0,000;0,371;0,429;0,186;0,080;0,080;0,025;0,004;0,000;0,271;0,277;0,208;0,158;0,618;0,000;0,000;0,250;0,393;0,406;0,556;0,536;0,429;0,239;0,005;0,000;0,000;0,026;0,169;0,000;0,000;0,000;0,179;0,179;0,000;0,107;0,179;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,071;0,071;0,464;0,000;0,000;0,250;0,393;0,179;0,357;0,536;0,429;0,179;0,000;0,000;0,000;0,000;0,000;0,000;
Globularia repens;16;5;5;4;21;9;0,014;0,014;0,000;0,000;0,000;0,689;0,689;0,405;0,000;0,000;0,000;0,000;0,000;0,085;0,079;0,071;0,065;0,087;0,000;0,000;0,000;0,000;0,152;0,259;0,000;0,333;0,021;0,000;0,000;0,000;0,014;0,182;0,000;0,000;0,000;0,000;0,000;0,000;0,667;0,667;0,333;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,333;0,000;0,000;0,000;0,000;0,000;0,167;0,000;
Hedera helix;168;23;41;30;209;53;0,002;0,002;0,071;0,071;0,170;0,506;0,487;0,533;0,098;0,108;0,003;0,003;0,000;0,317;0,317;0,096;0,162;0,477;0,026;0,002;0,086;0,018;0,549;0,530;0,018;0,009;0,323;0,061;0,000;0,000;0,290;0,070;0,002;0,000;0,000;0,045;0,045;0,138;0,453;0,409;0,483;0,045;0,045;0,000;0,000;0,000;0,247;0,247;0,009;0,077;0,392;0,000;0,000;0,086;0,018;0,453;0,453;0,018;0,009;0,277;0,000;0,000;0,000;0,288;0,045;0,000;
Helianthemum apenninum;25;9;9;9;34;18;0,004;0,004;0,047;0,047;0,000;0,336;0,336;0,223;0,021;0,021;0,059;0,098;0,000;0,038;0,037;0,011;0,048;0,354;0,000;0,000;0,000;0,333;0,446;0,191;0,333;0,333;0,207;0,000;0,000;0,000;0,004;0,476;0,000;0,000;0,000;0,000;0,000;0,000;0,286;0,286;0,143;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,286;0,000;0,000;0,000;0,333;0,286;0,000;0,333;0,333;0,143;0,000;0,000;0,000;0,000;0,476;0,000;
Helleborus foetidus;33;13;14;14;47;27;0,039;0,128;0,038;0,038;0,000;0,253;0,320;0,185;0,000;0,000;0,059;0,042;0,000;0,033;0,035;0,027;0,068;0,388;0,008;0,001;0,077;0,154;0,459;0,572;0,154;0,077;0,190;0,005;0,000;0,000;0,024;0,231;0,001;0,000;0,077;0,000;0,000;0,000;0,077;0,192;0,077;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,192;0,000;0,000;0,077;0,154;0,346;0,462;0,154;0,077;0,077;0,000;0,000;0,000;0,000;0,154;0,000;
Himantoglossum hircinum;22;13;14;13;36;26;0,052;0,064;0,050;0,050;0,000;0,307;0,324;0,275;0,000;0,000;0,011;0,024;0,000;0,265;0,155;0,014;0,150;0,174;0,001;0,000;0,071;0,071;0,227;0,483;0,071;0,071;0,503;0,155;0,000;0,000;0,052;0,081;0,000;0,029;0,000;0,000;0,000;0,000;0,143;0,143;0,143;0,000;0,000;0,000;0,014;0,000;0,071;0,000;0,000;0,071;0,100;0,000;0,000;0,071;0,071;0,100;0,314;0,071;0,071;0,286;0,000;0,000;0,000;0,029;0,071;0,000;
Himantoglossum robertianum;42;12;25;16;67;28;0,014;0,065;0,185;0,165;0,031;0,554;0,599;0,374;0,000;0,000;0,026;0,026;0,000;0,126;0,129;0,139;0,130;0,484;0,000;0,000;0,229;0,179;0,538;0,622;0,185;0,279;0,470;0,223;0,000;0,000;0,014;0,177;0,000;0,000;0,042;0,000;0,000;0,000;0,473;0,467;0,244;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,073;0,038;0,302;0,000;0,000;0,229;0,179;0,390;0,462;0,185;0,279;0,373;0,125;0,000;0,000;0,000;0,138;0,000;
Hyacinthoides non-scripta;24;7;12;8;36;15;0,071;0,075;0,000;0,000;0,071;0,138;0,131;0,239;0,003;0,003;0,000;0,000;0,000;0,022;0,027;0,011;0,098;0,158;0,000;0,000;0,071;0,214;0,133;0,220;0,214;0,071;0,224;0,000;0,000;0,000;0,071;0,307;0,000;0,000;0,000;0,000;0,000;0,071;0,000;0,000;0,143;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,071;0,000;0,000;0,000;0,071;0,214;0,000;0,071;0,214;0,071;0,143;0,000;0,000;0,000;0,000;0,214;0,000;
Hyoscyamus albus;20;7;11;7;31;14;0,058;0,011;0,033;0,033;0,000;0,010;0,013;0,007;0,093;0,093;0,041;0,046;0,000;0,016;0,024;0,020;0,015;0,036;0,000;0,000;0,000;0,000;0,035;0,068;0,000;0,000;0,069;0,002;0,000;0,000;0,058;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Ilex aquifolium;115;19;26;19;141;38;0,002;0,015;0,030;0,030;0,020;0,199;0,242;0,215;0,140;0,193;0,029;0,025;0,000;0,168;0,173;0,027;0,082;0,249;0,062;0,001;0,000;0,000;0,274;0,193;0,000;0,050;0,327;0,006;0,000;0,000;0,002;0,182;0,001;0,000;0,000;0,020;0,020;0,000;0,000;0,100;0,033;0,000;0,100;0,000;0,000;0,000;0,117;0,117;0,000;0,033;0,165;0,020;0,000;0,000;0,000;0,165;0,100;0,000;0,050;0,217;0,000;0,000;0,000;0,000;0,153;0,000;
Iris lutescens;48;14;19;16;67;30;0,011;0,016;0,295;0,274;0,010;0,650;0,674;0,420;0,001;0,001;0,027;0,053;0,000;0,561;0,564;0,459;0,226;0,784;0,056;0,000;0,375;0,292;0,933;0,836;0,292;0,292;0,239;0,000;0,000;0,000;0,011;0,399;0,000;0,000;0,000;0,146;0,146;0,000;0,604;0,604;0,229;0,000;0,000;0,000;0,000;0,000;0,500;0,500;0,417;0,125;0,667;0,021;0,000;0,375;0,292;0,917;0,750;0,292;0,292;0,188;0,000;0,000;0,000;0,000;0,312;0,000;
Juglans nigra;37;5;13;3;50;8;0,002;0,002;0,000;0,000;0,000;0,056;0,068;0,064;0,020;0,029;0,000;0,000;0,000;0,036;0,039;0,031;0,038;0,135;0,003;0,007;0,000;0,000;0,110;0,138;0,000;0,000;0,034;0,000;0,000;0,000;0,002;0,068;0,007;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,083;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Juglans regia;40;9;5;5;45;14;0,000;0,016;0,000;0,000;0,000;0,009;0,011;0,011;0,008;0,008;0,000;0,028;0,000;0,010;0,011;0,005;0,022;0,013;0,036;0,001;0,000;0,000;0,011;0,026;0,000;0,000;0,010;0,006;0,000;0,000;0,000;0,085;0,001;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Juniperus oxycedrus;17;7;30;5;47;12;0,011;0,011;0,000;0,000;0,000;0,194;0,289;0,130;0,000;0,000;0,000;0,000;0,000;0,017;0,010;0,011;0,015;0,489;0,000;0,005;0,000;0,000;0,612;0,396;0,000;0,000;0,096;0,012;0,000;0,000;0,011;0,000;0,005;0,000;0,000;0,000;0,000;0,000;0,102;0,167;0,050;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,313;0,000;0,000;0,000;0,000;0,418;0,294;0,000;0,000;0,046;0,000;0,000;0,000;0,000;0,000;0,000;
